assembly_id,assembly_type,role,product_code,required,relation_source,confidence,installation_surface,reference_resolved,notes
bathtub:15847T-0,BATHTUB,bathtub,15847T-0,true,explicit_catalogue,1.0,,true,Role supported by category=Wellness; subcategory=Drop-in Bathtubs.
shower:28695IN-CP,SHOWER,hand_shower,28695IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:28585IN-0,SHOWER,hand_shower,28585IN-0,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:97009IN-CP,SHOWER,hand_shower,97009IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:97009IN-CP,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:97009IN-CP,SHOWER,required_component,inRiver_2371536,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:28694IN-CP,SHOWER,hand_shower,28694IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:26286IN-G-AF,SHOWER,hand_shower,26286IN-G-AF,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:26286IN-G-AF,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26286IN-G-AF,SHOWER,required_component,inRiver_2371536,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:97009T-AF,SHOWER,hand_shower,97009T-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:97009T-AF,SHOWER,required_component,inRiver_558981,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24717T-BL,SHOWER,hand_shower,24717T-BL,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:24717T-BL,SHOWER,required_component,inRiver_201659,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24717T-BL,SHOWER,required_component,inRiver_241724,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24717T-BL,SHOWER,required_component,inRiver_242351,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24717T-BL,SHOWER,required_component,inRiver_242359,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26284T-2MB,SHOWER,hand_shower,26284T-2MB,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:R24717T-MU-BL,SHOWER,hand_shower,R24717T-MU-BL,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:39502IN-CP,SHOWER,hand_shower,39502IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:22166-CP,SHOWER,hand_shower,22166-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:22166-CP,SHOWER,required_component,inRiver_241724,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:22166-CP,SHOWER,required_component,inRiver_240804,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:22166-CP,SHOWER,required_component,inRiver_242359,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:22166-CP,SHOWER,required_component,inRiver_201659,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:22166-CP,SHOWER,required_component,inRiver_240787,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:22166-CP,SHOWER,required_component,inRiver_242351,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:9301IN-CL-CP,SHOWER,rainhead,9301IN-CL-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:9301IN-CL-CP,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:9301IN-CL-CP,SHOWER,required_component,inRiver_558250,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:9301IN-CL-CP,SHOWER,required_component,inRiver_1336469,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:9302IN-CL-CP,SHOWER,rainhead,9302IN-CL-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:9302IN-CL-CP,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73037IN-CL-CP,SHOWER,rainhead,73037IN-CL-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:73039IN-CL-CP,SHOWER,rainhead,73039IN-CL-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:76465IN-BL,SHOWER,rainhead,76465IN-BL,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:76465IN-BL,SHOWER,required_component,inRiver_2492049,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:77276IN-L-CP,SHOWER,rainhead,77276IN-L-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:38973IN-CP,SHOWER,rainhead,38973IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:13693-CP,SHOWER,rainhead,13693-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:9301IN-ZX-RGD,SHOWER,rainhead,9301IN-ZX-RGD,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:38629IN-CP,SHOWER,rainhead,38629IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:39507IN-CP,SHOWER,rainhead,39507IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:98275IN-CL-CP,SHOWER,rainhead,98275IN-CL-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:26303T-CP,SHOWER,rainhead,26303T-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainheads.
shower:72830IN-L-CP,SHOWER,rainhead,72830IN-L-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Rainpanels.
shower:97167IN-CP,SHOWER,showerhead,97167IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainpanels.
shower:97168IN-BL,SHOWER,showerhead,97168IN-BL,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Rainpanels.
bathtub:98930X-1-0,BATHTUB,bathtub,98930X-1-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Semi Recessed Basin.
basin:11160T-1-0,BASIN,basin,11160T-1-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Semi Recessed Basin.
bathtub:72907K-1-0,BATHTUB,bathtub,72907K-1-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Semi Recessed Basin.
bathtub:11479IN-VC1-0,BATHTUB,bathtub,11479IN-VC1-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Semi Recessed Basin.
shower_door:704796IN-2BL,SHOWER_DOOR,shower_door,704796IN-2BL,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:708067IN-CP,SHOWER_DOOR,shower_door,708067IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:708066IN-CP,SHOWER_DOOR,shower_door,708066IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:708065IN-CP,SHOWER_DOOR,shower_door,708065IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:704699IN-SHP,SHOWER_DOOR,shower_door,704699IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:704698IN-SHP,SHOWER_DOOR,shower_door,704698IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:704702IN-SHP,SHOWER_DOOR,shower_door,704702IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Pivot Shower Doors.
shower_door:39059IN-SHP,SHOWER_DOOR,shower_door,39059IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:709076IN-CP,SHOWER_DOOR,shower_door,709076IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:709075IN-CP,SHOWER_DOOR,shower_door,709075IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:702650IN-LH0-BL,SHOWER_DOOR,shower_door,702650IN-LH0-BL,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:39061IN-SHP,SHOWER_DOOR,shower_door,39061IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:705116IN-SHP,SHOWER_DOOR,shower_door,705116IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:39259IN-SHP,SHOWER_DOOR,shower_door,39259IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower_door:705115IN-SHP,SHOWER_DOOR,shower_door,705115IN-SHP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Sliding Shower Doors.
shower:27724IN-CP,SHOWER,showerhead,27724IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:27724IN-CP,SHOWER,required_component,inRiver_1337905,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26290IN-CP,SHOWER,showerhead,26290IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26290IN-CP,SHOWER,required_component,inRiver_559461,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26290IN-CP,SHOWER,required_component,inRiver_1482720,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26290IN-CP,SHOWER,required_component,inRiver_1337905,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26855IN-CP,SHOWER,rainhead,26855IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26855IN-CP,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26855IN-CP,SHOWER,required_component,inRiver_559628,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26855IN-CP,SHOWER,required_component,inRiver_2492049,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26855IN-CP,SHOWER,required_component,inRiver_2371559,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26855IN-CP,SHOWER,required_component,inRiver_877874,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73199IN-CP,SHOWER,rainhead,73199IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:73199IN-CP,SHOWER,required_component,inRiver_559628,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73199IN-CP,SHOWER,required_component,inRiver_558250,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73199IN-CP,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26856IN-CP,SHOWER,rainhead,26856IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26856IN-CP,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26856IN-CP,SHOWER,required_component,inRiver_559628,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26856IN-CP,SHOWER,required_component,inRiver_2492049,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26856IN-CP,SHOWER,required_component,inRiver_2371559,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26856IN-CP,SHOWER,required_component,inRiver_877874,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26853IN-CP,SHOWER,showerhead,26853IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26853IN-CP,SHOWER,required_component,inRiver_1337905,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24547IN-CP,SHOWER,showerhead,24547IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:24547IN-CP,SHOWER,required_component,inRiver_1337905,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73198IN-CP,SHOWER,rainhead,73198IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:73198IN-CP,SHOWER,required_component,inRiver_559628,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73198IN-CP,SHOWER,required_component,inRiver_558250,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:73198IN-CP,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:22645IN-CP,SHOWER,showerhead,22645IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:16356IN-A-AF,SHOWER,showerhead,16356IN-A-AF,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:73040IN-CL-CP,SHOWER,rainhead,73040IN-CL-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:73038IN-CL-CP,SHOWER,rainhead,73038IN-CL-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:24613IN-CP,SHOWER,showerhead,24613IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:18361IN-CL-AF,SHOWER,rainhead,18361IN-CL-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:18361IN-CL-AF,SHOWER,required_component,inRiver_559628,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:27731IN-CP,SHOWER,rainhead,27731IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:27731IN-CP,SHOWER,required_component,inRiver_1336470,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:27731IN-CP,SHOWER,required_component,inRiver_1336469,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:75924IN-CP,SHOWER,showerhead,75924IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:75924IN-CP,SHOWER,required_component,inRiver_1337905,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:75924IN-CP,SHOWER,required_component,inRiver_559461,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26290T-2MB,SHOWER,showerhead,26290T-2MB,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26294IN-AF,SHOWER,rainhead,26294IN-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26294IN-AF,SHOWER,required_component,inRiver_559628,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26294IN-AF,SHOWER,required_component,inRiver_559635,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26294IN-AF,SHOWER,required_component,inRiver_558250,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26294T-2MB,SHOWER,rainhead,26294T-2MB,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:72425IN-CP,SHOWER,showerhead,72425IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:72425IN-CP,SHOWER,required_component,inRiver_1337905,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:16351IN-CP,SHOWER,showerhead,16351IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:23657IN-CP,SHOWER,showerhead,23657IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:72438IN-AF,SHOWER,rainhead,72438IN-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:24470IN-CP,SHOWER,rainhead,24470IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26295T-2MB,SHOWER,rainhead,26295T-2MB,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26296IN-AF,SHOWER,rainhead,26296IN-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26296IN-AF,SHOWER,required_component,inRiver_1482276,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26296T-2MB,SHOWER,rainhead,26296T-2MB,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26297IN-CP,SHOWER,rainhead,26297IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:26297IN-CP,SHOWER,required_component,inRiver_1482276,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:29959IN-AF,SHOWER,showerhead,29959IN-AF,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
shower:29961IN-CP,SHOWER,rainhead,29961IN-CP,true,explicit_catalogue,1.0,ceiling,true,Role supported by category=Showering Area; subcategory=Showerheads.
toilet:28529IN-0,TOILET,toilet_bowl,28529IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=Smart Toilet.
toilet:3983IN-S-0,TOILET,toilet_bowl,3983IN-S-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:17629IN-SM-0,TOILET,toilet_bowl,17629IN-SM-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:1381T-S-0,TOILET,toilet_bowl,1381T-S-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:8688T-S-0,TOILET,toilet_bowl,8688T-S-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:29777IN-0,TOILET,toilet_bowl,29777IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:5401IN-0,TOILET,toilet_bowl,5401IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:17629T-NS-0,TOILET,toilet_bowl,17629T-NS-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:75708IN-2SS-0,TOILET,toilet_seat,75708IN-2SS-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=One Piece.
toilet:17663IN-0,TOILET,toilet_bowl,17663IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=Two Piece.
toilet:1853IN-0,TOILET,toilet_bowl,1853IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=Two Piece.
toilet:1855IN-0,TOILET,toilet_bowl,1855IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=Two Piece.
toilet:17661K-S-0,TOILET,toilet_seat,17661K-S-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=Two Piece.
toilet:1851IN-0,TOILET,toilet_bowl,1851IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Toilet Area; subcategory=Two Piece.
bathtub:2215IN-2-0,BATHTUB,bathtub,2215IN-2-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
basin:2211IN-0,BASIN,basin,2211IN-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:2210IN-0,BATHTUB,bathtub,2210IN-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:14008T-RGD-0,BATHTUB,bathtub,14008T-RGD-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:14008T-PK-0,BATHTUB,bathtub,14008T-PK-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:14008T-PD-0,BATHTUB,bathtub,14008T-PD-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:2349IN-FDL-96,BATHTUB,bathtub,2349IN-FDL-96,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:2349IN-FDL-96,BATHTUB,required_component,inRiver_1933683,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:2349IN-FDL-96,BATHTUB,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:2883-0,BATHTUB,bathtub,2883-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
bathtub:2214IN-0,BATHTUB,bathtub,2214IN-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Undercounter Basin.
faucet:14031-BU-96,FAUCET,basin_faucet,14031-BU-96,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vanity Top Basin.
bathtub:2749T-1-0,BATHTUB,bathtub,2749T-1-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vanity Top Basin.
basin:C98,BASIN,basin_drain,C98,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:C98,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C98,BASIN,required_component,inRiver_3086862,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C99,BASIN,basin_drain,C99,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:C99,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C99,BASIN,required_component,inRiver_3086862,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C100,BASIN,basin_drain,C100,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:C100,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C100,BASIN,required_component,inRiver_3086862,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C101,BASIN,basin_drain,C101,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:C101,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C101,BASIN,required_component,inRiver_3086862,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C102,BASIN,basin_drain,C102,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:C102,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C102,BASIN,required_component,inRiver_3086862,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C103,BASIN,basin_drain,C103,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:C103,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:C103,BASIN,required_component,inRiver_3086862,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:21226IN-HP1,BATHTUB,bathtub,21226IN-HP1,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
bathtub:21226IN-HP1,BATHTUB,required_component,inRiver_1482653,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:21226IN-HP1,BATHTUB,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:21226IN-SS-0,BASIN,basin,21226IN-SS-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
basin:21226IN-SS-0,BASIN,required_component,inRiver_1482653,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:21226IN-SS-0,BASIN,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
basin:31459IN-0,BASIN,basin,31459IN-0,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
bathtub:2200IN-0,BATHTUB,bathtub,2200IN-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
bathtub:2200IN-0,BATHTUB,required_component,inRiver_1482653,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:2200IN-0,BATHTUB,required_component,inRiver_1730109,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:5373IN-0,BATHTUB,bathtub,5373IN-0,true,explicit_catalogue,1.0,counter,true,Role supported by category=Basin Area; subcategory=Vessel Basin.
bathtub:5373IN-0,BATHTUB,required_component,inRiver_1482653,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
