product_code,roles,bathroom_zones,mount_surfaces,installation_type,requires_host_product,host_roles,floor_contact,wall_contact,overhead,source,confidence,notes
38973IN-CP,rainhead,shower,ceiling,G 1/2 inlet connection; Ceiling-mount; Requires single-function rainhead shower arm and flange (sold separately),false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
13693-CP,rainhead,shower,,"1/2"" -14 NPT connection",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
9301IN-ZX-RGD,rainhead,shower,ceiling,G 1/2 (13 mm) inlet connection; Mounts to the wall or ceiling; Requires single-function rainhead shower arm and flange (sold separately),false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
38629IN-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount; Slip-fit connection; Requires two-function rainhead arm and flange (sold separately),false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
39507IN-CP,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
98275IN-CL-CP,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26303T-CP,rainhead,shower,ceiling,"Requires valve and diverter or multiport valve (sold separately); G 1/2"" - 14 connection; Integrated system for ceiling-mount installation",false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72830IN-L-CP,rainhead,shower,wall,Wall-mount; Includes mounting hardware,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
97167IN-CP,showerhead,shower,ceiling,Ceiling-mount,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
97168IN-BL,showerhead,shower,ceiling,Mounts flush to the surface of a drop ceiling; G 1/2 connection; Requires electrical connection,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
98930X-1-0,bath,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
11160T-1-0,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72907K-1-0,bath,bathtub,floor,Drop-in or vessel,false,,true,false,false,catalogue_metadata,0.95,Drop-in installation is recorded as floor-contact; no host product is asserted. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
11479IN-VC1-0,bath,bathtub,counter,Semi-recessed; Requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
704796IN-2BL,shower_door,shower,,Pivot shower door; Fits opening widths 24.13 – 28.07 inches (613 – 713 mm); 3.94 inch (100 mm) width adjustment; 81.15 inch (2061 mm) height with 81.06 inch (2059 mm) minimum head clearance; Installation hardware included; Door can be installed to open to the left or right to suit your bathroom layout; Out-of-plumb adjustability simplifies installation; Twist & Lock wall jamb system locks into place with no cutting required,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
708067IN-CP,shower_door,shower,,"Pivot shower door; Fits opening widths 31.50 – 70.87 inches (800 – 1800 mm); 78.74 – 82.68 inch (2000 – 2100 mm) adjustable height, with a lofty 78.15 – 82.09 inch (1985 – 2085 mm) minimum head clearance; Door can be installed to open to the left or right to suit your bathroom layout; Out-of-plumb adjustability simplifies installation; For corner installation",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
708066IN-CP,shower_door,shower,,"Pivot shower door; Fits opening widths 43.31 – 94.49 inches (1100 – 2400 mm); 78.74 – 83.50 inch (2000 – 2121 mm) adjustable height, with a lofty 78.19 – 82.95 inch (1986 – 2107 mm) minimum head clearance; For alcove installation",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
708065IN-CP,shower_door,shower,,"Pivot shower door; Fits opening widths 31.50 – 70.87 inches (800 – 1800 mm); 78.74 – 82.68 inch (2000 – 2100 mm) adjustable height, with a lofty 78.19 – 82.13 inch (1986 – 2086 mm) minimum head clearance; For alcove installation",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
704699IN-SHP,shower_door,shower,,"Pivot shower door; Fits opening widths 43.31 – 94.49 inches (1100 – 2400 mm); 78.74 – 85.08 inch (2000 – 2161 mm) adjustable height, with a lofty 77.64 inch – 83.98 (1972 – 2133 mm) minimum head clearance; Installation hardware included; Door can be installed to open to the left or right to suit your bathroom layout; Out-of-plumb adjustability simplifies installation; For alcove installation",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
704698IN-SHP,shower_door,shower,,Pivot shower door; For alcove installation; Door can be installed to open to the left or right to suit your bathroom layout; 78.74 inch (2000 mm) height with 77.64 inch (1972 mm) minimum head clearance; Fits opening widths 31.50 – 70.87 inches (800 – 1800 mm); Out-of-plumb adjustability simplifies installation; Installation hardware included,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
704702IN-SHP,shower_door,shower,,Pivot shower door; For alcove installation; Door can be installed to open to the left or right to suit your bathroom layout; 78.74 inch (2000 mm) height with 77.64 inch (1972 mm) minimum head clearance; Fits opening widths 63 – 141.73 inches (1600 – 3600 mm); Out-of-plumb adjustability simplifies installation; Installation hardware included,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
39059IN-SHP,shower_door,shower,,Fits opening widths 1320 mm (51-15/16 inch) – 1370 mm (53-15/16 inch); 50 mm (2 inch) width adjustment; 2000 mm (78-3/4 inch) height with 1954 mm (76-15/16 inch) minimum head clearance; Door can be installed to open to the left or right to suit your bathroom layout; Out-of-plumb adjustability simplifies installation; For alcove installation,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
709076IN-CP,shower_door,shower,,Sliding shower door; For alcove installation; Door can be installed to open to the left or right to suit your bathroom layout; 2000 mm (78.74 inch) height with 1904 mm (74.96 inch) minimum head clearance; Fits opening widths 1600 – 2100 mm (62.99 – 82.68 inches); Out-of-plumb adjustability simplifies installation; Installation hardware included,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
709075IN-CP,shower_door,shower,,Sliding shower door; For alcove installation; Door can be installed to open to the left or right to suit your bathroom layout; 2000 mm (78.74 inch) height with 1904 mm (74.96 inch) minimum head clearance; Fits opening widths 1280 – 1600 mm (50.39 – 62.99 inches); Out-of-plumb adjustability simplifies installation; Installation hardware included,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
702650IN-LH0-BL,shower_door,shower,,Fits opening widths 1300 – 1700 mm (51-3/16 – 66-15/16 inches); 400 mm (15-3/4 inch) width adjustment; 2200 mm (86-5/8 inch) height with 2175 mm (85-5/8 inch) minimum head clearance; Installs with the sliding panel opening on the left when entering the shower; Alcove,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
39061IN-SHP,shower_door,shower,,Fits opening widths 1470 mm (57-7/8 inch) – 1600 mm (63 inch); 130 mm (5-1/8 inch) width adjustment; 2000 mm (78-3/4 inch) height with 1954 mm (76-15/16 inch) minimum head clearance; Door can be installed to open to the left or right to suit your bathroom layout; Out-of-plumb adjustability simplifies installation; For alcove installation,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
705116IN-SHP,shower_door,shower,,"Sliding shower door; Fits opening widths 61.02 – 74.80 inches (1550 – 1900 mm); 13.78 inch (350 mm) width adjustment; 78.74 inch (2000 mm) height, with a 76.97 inch (1955 mm) minimum head clearance; Door can be installed to open to the left or right to suit your bathroom layout; For alcove installation",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
39259IN-SHP,shower_door,shower,,Fits opening widths 1600 mm (63 inch) – 1800 mm (70-7/8 inch); 200 mm (7-7/8 inch) width adjustment; 2000 mm (78-3/4 inch) height with 1954 mm (76-15/16 inch) minimum head clearance; Door can be installed to open to the left or right to suit your bathroom layout; Out-of-plumb adjustability simplifies installation; For alcove installation,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
705115IN-SHP,shower_door,shower,,"Sliding shower door; Fits opening widths 53.15 – 61.02 inches (1350 – 1550 mm); 78.74 – 82.68 inch (2000 – 2100 mm) adjustable height, with a lofty 76.97 – 80.91 inch (1955 – 2055 mm) minimum head clearance; For alcove installation",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27724IN-CP,showerhead,shower,,Shower arm and flange sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26290IN-CP,showerhead,shower,wall,G 1/2 inlet connection; Wall-mount; Shower arm and flange sold separately,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26855IN-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount; Requires rainhead arm and flange (sold separately),false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73199IN-CP,rainhead,shower,wall;ceiling,G 1/2 (13 mm) inlet connection; Ceiling- or wall-mount,false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26856IN-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount; Requires rainhead arm and flange (sold separately),false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26853IN-CP,showerhead,shower,wall,Wall-mount; G 1/2 inlet connection; Shower arm and flange sold separately,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
24547IN-CP,showerhead,shower,,G 1/2 inlet connection; No-tool installation -- installs in minutes; Shower arm and flange sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73198IN-CP,rainhead,shower,ceiling,G 1/2 connection; Ceiling-mount,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
22645IN-CP,showerhead,shower,wall,G 1/2 connection; Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
16356IN-A-AF,showerhead,shower,wall,G 1/2 connection; Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73040IN-CL-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount,false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73038IN-CL-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount,false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
24613IN-CP,showerhead,shower,wall,G 1/2 inlet connection; Required for installation: Sealant tape and adjustable wrench; Wall-mount; Shower arm and flange sold separately,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18361IN-CL-AF,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27731IN-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount; G 1/2 (13 mm) inlet connection,false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
75924IN-CP,showerhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26290T-2MB,showerhead,shower,wall,G 1/2 inlet connection; Wall-mount; Shower arm and flange sold separately,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26294IN-AF,rainhead,shower,,G 1/2 inlet connection; Requires single-function rainhead shower arm and flange (sold separately),false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26294T-2MB,rainhead,shower,,G 1/2 inlet connection; Requires single-function rainhead shower arm and flange (sold separately),false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72425IN-CP,showerhead,shower,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
16351IN-CP,showerhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
23657IN-CP,showerhead,shower,wall,Wall-mount; G 1/2 (13 mm) inlet connection,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72438IN-AF,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
24470IN-CP,rainhead,shower,ceiling,Requires two-function rainhead arm and flange (sold separately); Wall- or ceiling-mount,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26295T-2MB,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26296IN-AF,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26296T-2MB,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26297IN-CP,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29959IN-AF,showerhead,shower,ceiling,Ceiling-mount; G 1/2 (13 mm) inlet connection,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29961IN-CP,rainhead,shower,ceiling,Ceiling-mount; G 1/2 inlet connection,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
28529IN-0,toilet,toilet,,"Standard 12 inch (305 mm) rough-in; Requires dedicated electrical GFCI circuit (220-240 V, 10 A, 50-60 Hz)",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
3983IN-S-0,toilet,toilet,,Standard 12 inch (305 mm) rough-in; Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
17629IN-SM-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
1381T-S-0,toilet,toilet,,Standard 12 inch (305 mm) rough-in; Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
8688T-S-0,toilet,toilet,,Mounting hardware included; Standard 12 inch (305 mm) rough-in,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29777IN-0,toilet,toilet,,"Standard 12"" (305 mm) rough-in; Requires dedicated electrical GFCI circuit (220-240 V, 10 A, 50-60 Hz)",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
5401IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
17629T-NS-0,toilet,toilet,,185 mm (7-1/4 inch) P-trap rough-in,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
75708IN-2SS-0,toilet_seat,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
17663IN-0,toilet_tank,toilet,,Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
1853IN-0,toilet_bowl,toilet,,8.66 inch (220 mm) rough-in; Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
1855IN-0,toilet_tank,toilet,,Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
17661K-S-0,toilet_seat,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
1851IN-0,toilet_bowl,toilet,,180 mm (7.09 inch) P-trap rough-in; Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2215IN-2-0,bath,bathtub,,Undercounter,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2211IN-0,basin,basin,,Undermount,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2210IN-0,bath,bathtub,,Undermount,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
14008T-RGD-0,bath,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
14008T-PK-0,bath,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
14008T-PD-0,bath,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2349IN-FDL-96,bath,bathtub,,Undermount; Includes undermount installation kit for simplified installation,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2883-0,bath,bathtub,,Undermount,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2214IN-0,bath,bathtub,counter,Requires countertop cutout; Undermount,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
14031-BU-96,basin_faucet;faucet,basin,,Vanity top,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2749T-1-0,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C98,accessory,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C99,accessory,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C100,accessory,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C101,accessory,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C102,accessory,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C103,accessory,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
21226IN-HP1,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
21226IN-SS-0,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
31459IN-0,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2200IN-0,bath,bathtub,counter,Semi-recessed vessel; Drops partially below vanity top; requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
5373IN-0,bath,bathtub,counter,Semi-recessed vessel; Drops partially below vanity top; requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
2661IN-0,bath,bathtub,counter,Semi-recessed vessel; Drops partially below vanity top; requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
25318IN-0,bath,bathtub,counter,Vessel; Requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
25316IN-0,bath,bathtub,counter,Vessel; Requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29024IN-1-0,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
75374IN-1-0,bath,bathtub,counter,Semi-recessed vessel; Requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
90011T-0,basin,basin,floor,Drop-in or vessel,false,,true,false,false,catalogue_metadata,0.95,Drop-in installation is recorded as floor-contact; no host product is asserted. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
31343IN-SS-0,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
75375IN-0,bath,bathtub,counter,Vessel; Requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
28784IN-0,bath,bathtub,counter,Semi-recessed vessel; Drops partially below vanity top; requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
28783IN-0,bath,bathtub,counter,Semi-recessed vessel; Drops partially below vanity top; requires countertop cutout,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
21060IN-0,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
31347IN-0,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
76600IN-0,bath,bathtub,counter,Requires countertop cutout; Vessel,false,,false,false,false,catalogue_metadata,0.95,Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
7799IN-FDL-0,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
20704-0,bath,bathtub,,Vessel; Requires drain (sold separately),false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
20703-0,bath,bathtub,,Vessel or pedestal,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
34251IN-0,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
30506IN-1-0,bath,bathtub,,Vessel,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C60,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26998IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
32410IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29150IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29171IN-S-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29174IN-S-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
20217IN-S-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
30438IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26994IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
75708IN-SS-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
75708IN-DGS,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72987IN-SR-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18132IN-2SP-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27902IN-SS-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18133IN-SS-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18133IN-2SS-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
6321IN-SS-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18132IN-2SR-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27903IN-WRGD-0,toilet_bowl,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26994IN-HB1,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18131IN-S-7,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
