internal_id,product_code,product_name,mapping_source,confidence,status,notes
inRiver_2708334,26853IN-CP,"Rainduet® Five-function showerhead, 14.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2709933,18749IN-W03C-0,Evora™ 185 cm x 110 cm drop-in acrylic rectangular whirlpool bath with chromatherapy,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2727841,28514IN-ND-CP,"Evoke™ Touchless tall single-handle bathroom sink faucet, 6.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_273541,14426-2MB,Purist® Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2739744,26855IN-CP,"Rain Max Square 25.4 cm single-function rainhead, 22 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2739755,26856IN-CP,"Rain Max Square 30.5 cm single-function rainhead, 22 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2759218,708065IN-CP,Singulier™ 200 cm – 210 cm H pivot shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2759221,708066IN-CP,Singulier™ 200 cm – 212.1 cm H pivot shower door with 8 mm- or 10 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2759224,708067IN-CP,Singulier™ 200 cm – 210 cm H pivot shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2759242,704698IN-SHP,New Trilogy 2000 H pivot shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2759245,704699IN-SHP,New Trilogy 200 cm – 216.1 cm H pivot shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2759251,704702IN-SHP,New Trilogy 2000 H pivot shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2791768,26791IN-4ND-CP,"Accliv™ Wall-mount single-handle bathroom sink faucet trim, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2791786,33103IN-4ND-CP,"Accliv™ Wall-mount single-handle bathroom sink faucet trim, cold only, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2801486,29777IN-0,"Innate™ One-piece elongated smart toilet, dual-flush",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2852964,39560IN-ND-CP,"Components™ Touchless wall-mount 19.5 cm lavatory faucet with Kinesis™ sensor technology, 1.9 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2898893,29310IN-4ND-AF,"Components™ Wall-mount bathroom sink faucet with Row spout and Oyl handle, 16.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2945140,EX28093IN-8-AF,"Components™ Single-handle bathroom sink faucet with Row spout and Oyl handle, 8.3 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3006878,,Fluence™ Wall-mount bath faucet,captured_kohler_india_pdp_api,0.0,unresolved,Captured internal ID has no exact SKU match in normalized products or variants.
inRiver_3006920,,Fluence™ Wall-mount bath spout,captured_kohler_india_pdp_api,0.0,unresolved,Captured internal ID has no exact SKU match in normalized products or variants.
inRiver_3006953,,Fluence+™ Wall-mount bath faucet,captured_kohler_india_pdp_api,0.0,unresolved,Captured internal ID has no exact SKU match in normalized products or variants.
inRiver_3020402,28529IN-0,"Leap™ One-piece round-front smart toilet, dual-flush",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3030897,12861IN-ZZ-CP,"Citrus™ Four-function handshower, 7.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3048704,34229IN-0,"APT™ 55 cm rectangular wall-mount bathroom sink, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3048707,34251IN-0,"APT™ 55 cm rectangular vessel bathroom sink, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3065735,2214IN-0,Ladena™ 52.9 cm rectangular undercounter bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3067516,1360IN-H2-0,Riverbath™ 190.5 cm x 114.3 cm drop-in heated whirlpool bath with chromatherapy,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3067518,1394IN-H2-0,Riverbath™ 167.8 cm drop-in heated whirlpool bath with chromatherapy,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3067521,1188IN-C1-0,sok™ 190.5 cm x 104 cm drop-in whirlpool bath with Effervescence and chromatherapy,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3067525,76442IN-NW-0,Karess™ 170 cm x 80 cm drop-in whirlpool bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3069857,33996IN-CP,APT™ Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3069866,34039IN-4ND-CP,"APT™ Flux Wall-mount bathroom sink faucet, 12.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3069871,33995IN-CP,APT™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3070193,29199IN-ECH-RGD,"ModernLife Edge® Wall-mount bathroom sink faucet with decorative handle, 7.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3070968,28694IN-CP,"Statement™ Round three-function handshower, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3093395,34076IN-4ND-CP,"APT™ Curv Wall-mount bathroom sink faucet, 12.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3096432,29199IN-4ND-RGD,"ModernLife Edge® Wall-mount bathroom sink faucet, 7.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3121304,28695IN-CP,"Statement™ Oblong three-function handshower, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3149066,38471IN-CP,Engage™ Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3179692,38629IN-CP,"Rain Max Square 30.5 cm three-function rainhead, 14.5 – 31.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3208991,27903IN-WRGD-0,ModernLife Edge® Wall-hung round-front toilet bowl with skirted trapway,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3211550,38973IN-CP,"Pristine™ Rectangular 25.4 cm single-function filtered rainhead, 12.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3236506,39059IN-SHP,Elate™ 200 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3236508,39259IN-SHP,Elate™ 200 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3236512,39061IN-SHP,Elate™ 200 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3253899,39507IN-CP,"Rainduet® Round 25 cm single-function rainhead, 10.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3271367,27791IN-WAF-0,ModernLife Edge® Wall-hung round-front toilet bowl with skirted trapway,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3273700,39502IN-CP,"Rainduet® Round three-function handshower, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3441486,702650IN-LH0-BL,Brazn™ 220 cm H sliding shower door with 10 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3469030,22540IN-4AND-CP,"Hone™ Wall-mount bathroom sink faucet, 8.3 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3469035,22543IN-N-CP,Hone® Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_3843102,EC42639IN-HC-0,KOHLER VIVE® Hidden cord wall-hung square-front toilet with skirted trapway,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558147,20077IN-CP,Aleo® Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558181,98275IN-CL-CP,"LOURE 17"" KATALYST AIR SHOWERHEAD",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558283,14402IN-4A-CP,Purist™ Single control lavatory faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558288,14426IN-CP,Purist Bath spout without diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558320,16359IN-A-CP,"Complementary™ Single-function handshower, 10.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558325,72421IN-CP,"Awaken® B110 Three-function handshower, 17.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558327,97009IN-CP,"Rainduet® Square three-function handshower, 7.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558331,73198IN-CP,"Rainduet® Round 20.3 cm rainhead, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558332,73199IN-CP,"Rainduet® Contemporary square 20 cm single-function rainhead, 8.7 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558333,97167IN-CP,Loure™ Shower panel,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558334,97168IN-BL,"Loure™ Rectangular 80 cm x 60 cm four-function overhead shower panel, 11.8 lpm – 36.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558345,10385IN-CP,Complementary™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558468,73061IN-4ND-CP,"Composed™ Wall-mount bathroom sink faucet, 8.3 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558472,73159IN-7-CP,"Composed™ Tall single-handle bathroom sink faucet with Cylindrical handle, 8.3 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558476,97347IN-4-CP,Avid Single-control tall lavatory faucet with drain in polished chrome,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558478,97358IN-4ND-CP,Avid Single Control Wall mount Lavatory Faucet without Drain,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558695,20070IN-4-CP,Aleo Tall pillar tap,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558697,20071IN-4-CP,"ALEO+ PILLAR TAP, TALL",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558786,5680IN-4ND-CP,"July™ Wall-mount bathroom sink faucet, 10.2 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558792,5683IN-4ND-CP,"Aleo® Wall-mount bathroom sink faucet, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558796,5684IN-4ND-CP,"Aleo+™ Wall-mount bathroom sink faucet trim, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558834,72288IN-4-CP,Aleo Single-control pillar lavatory faucet in polished chrome,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558899,16351IN-CP,Finial Traditional 14 cm single-function showerhead   (with shower arm and flange),captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558905,16356IN-A-AF,"Complementary™ Single-function showerhead, 23.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558937,72425IN-CP,"Awaken™ B110 Three-function showerhead, 7.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_558988,76600IN-0,Kankara™ 56.8 cm rectangular vessel bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_559199,8670IN-4M-CP,Finial™ Widespread lavatory faucet with lever handles and pop-up drain in polished chrome,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_559280,99060IN-CP,July™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_559352,5583IN-1WH-0,Brive Plus 45 cm oval wall-mount bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_559431,99876IN-4ND-CP,Beitou™ Wall-mount lavatory facuet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_559694,17661K-S-0,Odeon wall-hung toilet with exposed tank  with Quiet-Close seat and cover,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_561322,17663IN-0,"Odeon™ Two-piece toilet tank, dual-flush",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_563725,20249T-0,Karing™ 180 cm x 80 cm freestanding bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_564732,11195T-0,Cleo™ 175 cm x 80 cm freestanding bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_568408,15847T-0,Reach™ 150 cm x 70 cm drop-in bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_589565,75374IN-1-0,"Forefront™ 46 cm square vessel bathroom sink with glazed underside, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_589707,99460IN-4-CP,Kumin®  Exposed sc b/s faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_593876,72907K-1-0,Ladena™ Semi-recessed bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_608446,1381T-S-0,"Veil™ One-piece elongated toilet with skirted trapway, dual-flush",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_608465,17629T-NS-0,"Ove™ One-piece round-front toilet with skirted trapway, dual-flush",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_609515,98930X-1-0,Forefront™ Semi-recessed bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_832856,99467IN-B-CP,Kumin® Bath Spout Without Diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_877916,14008T-RGD-0,LAUREATE™ Under-mount Bathroom Sink - Rose Gold,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_877918,14008T-PK-0,LAUREATE™ Under-Mount Bathroom Sink - Platinum,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_877920,14008T-PD-0,LAUREATE™ Under-mount Bathroom Sink - Gold,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_879228,98068T-3M-CP,Artifacts™ Classic Style Handles,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_879246,97905T-NA,Mounting block,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_879409,97904T-NA,Avid™ Free-Standing Bath Filler Mounting Base,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_879438,97367T-B4-CP,Avid™ Floor-mount bath filler with handshower,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_879588,73060T-9GCH-TT,"Composed™ Liu Guang Jing Yun Widespread bathroom sink faucet, 4.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_879797,73067T-9ACH-BV,COMPOSED® LIU GUANG JING YUN Series Double-handle Wall-mounted Bathroom Sink Faucet with Amber Gold Glazed Glass Handle,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_880122,23486IN-4ND-CP,"Parallel™ Wall-mount bathroom sink faucet, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_880161,3983IN-S-0,"Reach™ One-piece round-front toilet with skirted trapway, dual-flush",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_880185,,Parallel™ Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,0.0,unresolved,Captured internal ID has no exact SKU match in normalized products or variants.
inRiver_880191,23512IN-CP,Parallel™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_880222,22534IN-4-CP,Hone Single control lav faucet with drain,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_885506,26284IN-AF,"Statement™ Oblong three-function handshower, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_885522,26284T-2MB,"Statement™ Oblong three-function handshower, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_885711,26290IN-CP,"Statement™ Oblong three-function 20.2 cm showerhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_885722,26290T-2MB,"Statement™ Oblong three-function showerhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_886576,26294IN-AF,"Statement™ Oblong 35.3 cm single-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_886585,26294T-2MB,"Statement™ Oblong 35.3 cm single-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_886711,26296IN-AF,"Statement™ Oblong 35.3 cm two-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_886719,26296T-2MB,"Statement™ Oblong 35.3 cm two-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_887100,26295T-2MB,"Statement™ Oblong 35.4 cm two-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_887219,26297IN-CP,"Statement™ Oblong 45.3 cm two-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
